"","county","the_date","day","month","year","total_female"
"2534","Kern",2012-09-01,"01","09",2012,42.4
"2535","Kern",2013-01-01,"01","01",2013,36.1
"2536","Kern",2013-10-01,"01","10",2013,26.3
"2537","Kern",2013-11-01,"01","11",2013,44
"2538","Kern",2013-12-01,"01","12",2013,40.1
"2539","Kern",2013-02-01,"01","02",2013,41
"2540","Kern",2013-03-01,"01","03",2013,42.1
"2541","Kern",2013-04-01,"01","04",2013,42.9
"2542","Kern",2013-05-01,"01","05",2013,44
"2543","Kern",2013-06-01,"01","06",2013,45
"2544","Kern",2013-07-01,"01","07",2013,41.9
"2545","Kern",2013-08-01,"01","08",2013,43.1
"2546","Kern",2013-09-01,"01","09",2013,49.2
"2547","Kern",2014-01-01,"01","01",2014,37.3
"2548","Kern",2014-10-01,"01","10",2014,45.7
"2549","Kern",2014-11-01,"01","11",2014,45.9
"2550","Kern",2014-12-01,"01","12",2014,24.4
"2551","Kern",2014-02-01,"01","02",2014,34.3
"2552","Kern",2014-03-01,"01","03",2014,45.7
"2553","Kern",2014-04-01,"01","04",2014,50.5
"2554","Kern",2014-05-01,"01","05",2014,44.2
"2555","Kern",2014-06-01,"01","06",2014,27.9
"2556","Kern",2014-07-01,"01","07",2014,49.7
"2557","Kern",2014-08-01,"01","08",2014,49.7
"2558","Kern",2014-09-01,"01","09",2014,46.2
"2559","Kern",2015-01-01,"01","01",2015,45.6
"2560","Kern",2015-10-01,"01","10",2015,50.7
"2561","Kern",2015-11-01,"01","11",2015,45.8
"2562","Kern",2015-12-01,"01","12",2015,39.1
"2563","Kern",2015-02-01,"01","02",2015,131.6
"2564","Kern",2015-03-01,"01","03",2015,52.5
"2565","Kern",2015-04-01,"01","04",2015,47.7
"2566","Kern",2015-05-01,"01","05",2015,50.2
"2567","Kern",2015-06-01,"01","06",2015,39.9
"2568","Kern",2015-07-01,"01","07",2015,47.4
"2569","Kern",2015-08-01,"01","08",2015,48.6
"2570","Kern",2015-09-01,"01","09",2015,54.3
"2571","Kern",2016-01-01,"01","01",2016,39.3
"2572","Kern",2016-10-01,"01","10",2016,38.5
"2573","Kern",2016-11-01,"01","11",2016,20
"2574","Kern",2016-12-01,"01","12",2016,45.4
"2575","Kern",2016-02-01,"01","02",2016,34.6
"2576","Kern",2016-03-01,"01","03",2016,12.2
"2577","Kern",2016-04-01,"01","04",2016,35.2
"2578","Kern",2016-05-01,"01","05",2016,40.3
"2579","Kern",2016-06-01,"01","06",2016,42.8
"2580","Kern",2016-07-01,"01","07",2016,31
"2581","Kern",2016-08-01,"01","08",2016,37.1
"2582","Kern",2016-09-01,"01","09",2016,36.9
"2583","Kern",2017-01-01,"01","01",2017,39.9
"2584","Kern",2017-10-01,"01","10",2017,43.1
"2585","Kern",2017-11-01,"01","11",2017,39.3
"2586","Kern",2017-12-01,"01","12",2017,39.1
"2587","Kern",2017-02-01,"01","02",2017,35.3
"2588","Kern",2017-03-01,"01","03",2017,41.1
"2589","Kern",2017-04-01,"01","04",2017,42.2
"2590","Kern",2017-05-01,"01","05",2017,41.2
"2591","Kern",2017-06-01,"01","06",2017,43.2
"2592","Kern",2017-07-01,"01","07",2017,39
"2593","Kern",2017-08-01,"01","08",2017,36
"2594","Kern",2017-09-01,"01","09",2017,39.8
"2595","Kern",2018-01-01,"01","01",2018,40.3
"2596","Kern",2018-10-01,"01","10",2018,52.3
"2597","Kern",2018-11-01,"01","11",2018,46.3
"2598","Kern",2018-12-01,"01","12",2018,48
"2599","Kern",2018-02-01,"01","02",2018,40.6
"2600","Kern",2018-03-01,"01","03",2018,41.5
"2601","Kern",2018-04-01,"01","04",2018,39.9
"2602","Kern",2018-05-01,"01","05",2018,47.1
"2603","Kern",2018-06-01,"01","06",2018,50.6
"2604","Kern",2018-07-01,"01","07",2018,41.9
"2605","Kern",2018-08-01,"01","08",2018,46.2
"2606","Kern",2018-09-01,"01","09",2018,48.9
"2607","Kern",2019-01-01,"01","01",2019,46.7
"2608","Kern",2019-10-01,"01","10",2019,45.4
"2609","Kern",2019-11-01,"01","11",2019,49
"2610","Kern",2019-12-01,"01","12",2019,47.2
"2611","Kern",2019-02-01,"01","02",2019,46.6
"2612","Kern",2019-03-01,"01","03",2019,42.7
"2613","Kern",2019-04-01,"01","04",2019,53.2
"2614","Kern",2019-05-01,"01","05",2019,49.6
"2615","Kern",2019-06-01,"01","06",2019,47.3
"2616","Kern",2019-07-01,"01","07",2019,36.1
"2617","Kern",2019-08-01,"01","08",2019,40.6
"2618","Kern",2019-09-01,"01","09",2019,47.2
"2619","Kern",2020-01-01,"01","01",2020,42.7
"2620","Kern",2020-10-01,"01","10",2020,32.8
"2621","Kern",2020-11-01,"01","11",2020,33.7
"2622","Kern",2020-12-01,"01","12",2020,0
"2623","Kern",2020-02-01,"01","02",2020,45.9
"2624","Kern",2020-03-01,"01","03",2020,37.9
"2625","Kern",2020-04-01,"01","04",2020,11.6
"2626","Kern",2020-05-01,"01","05",2020,20.7
"2627","Kern",2020-06-01,"01","06",2020,22.8
"2628","Kern",2020-07-01,"01","07",2020,22
"2629","Kern",2020-08-01,"01","08",2020,19.6
"2630","Kern",2020-09-01,"01","09",2020,27.4
"2631","Kern",2021-01-01,"01","01",2021,25.9
"2632","Kern",2021-02-01,"01","02",2021,21.7
"2633","Kern",2021-03-01,"01","03",2021,21.1
"2634","Kings",2002-01-01,"01","01",2002,22.93
"2635","Kings",2002-10-01,"01","10",2002,16.47
"2636","Kings",2002-11-01,"01","11",2002,13.2
"2637","Kings",2002-12-01,"01","12",2002,16.65
"2638","Kings",2002-02-01,"01","02",2002,21.2
"2639","Kings",2002-03-01,"01","03",2002,19.48
"2640","Kings",2002-04-01,"01","04",2002,20.52
"2641","Kings",2002-05-01,"01","05",2002,20.19
"2642","Kings",2002-06-01,"01","06",2002,22.09
"2643","Kings",2002-07-01,"01","07",2002,24.21
"2644","Kings",2002-08-01,"01","08",2002,23.07
"2645","Kings",2002-09-01,"01","09",2002,20.48
"2646","Kings",2003-01-01,"01","01",2003,20.23
"2647","Kings",2003-10-01,"01","10",2003,19.17
"2648","Kings",2003-11-01,"01","11",2003,17.83
"2649","Kings",2003-12-01,"01","12",2003,12.65
"2650","Kings",2003-02-01,"01","02",2003,23.67
"2651","Kings",2003-03-01,"01","03",2003,24.27
"2652","Kings",2003-04-01,"01","04",2003,23.29
"2653","Kings",2003-05-01,"01","05",2003,24.77
"2654","Kings",2003-06-01,"01","06",2003,30.3
"2655","Kings",2003-07-01,"01","07",2003,25.16
"2656","Kings",2003-08-01,"01","08",2003,22.74
"2657","Kings",2003-09-01,"01","09",2003,20.53
"2658","Kings",2004-01-01,"01","01",2004,13.77
"2659","Kings",2004-10-01,"01","10",2004,13
"2660","Kings",2004-11-01,"01","11",2004,11
"2661","Kings",2004-12-01,"01","12",2004,12
"2662","Kings",2004-02-01,"01","02",2004,16.56
"2663","Kings",2004-03-01,"01","03",2004,15.26
"2664","Kings",2004-04-01,"01","04",2004,19
"2665","Kings",2004-05-01,"01","05",2004,17.61
"2666","Kings",2004-06-01,"01","06",2004,25.83
"2667","Kings",2004-07-01,"01","07",2004,14.55
"2668","Kings",2004-08-01,"01","08",2004,17
"2669","Kings",2004-09-01,"01","09",2004,15
"2670","Kings",2005-01-01,"01","01",2005,11
"2671","Kings",2005-10-01,"01","10",2005,16.51
"2672","Kings",2005-11-01,"01","11",2005,17
"2673","Kings",2005-12-01,"01","12",2005,16.42
"2674","Kings",2005-02-01,"01","02",2005,7
"2675","Kings",2005-03-01,"01","03",2005,12
"2676","Kings",2005-04-01,"01","04",2005,13
"2677","Kings",2005-05-01,"01","05",2005,14
"2678","Kings",2005-06-01,"01","06",2005,13
"2679","Kings",2005-07-01,"01","07",2005,15.87
"2680","Kings",2005-08-01,"01","08",2005,17.06
"2681","Kings",2005-09-01,"01","09",2005,18
"2682","Kings",2006-01-01,"01","01",2006,15
"2683","Kings",2006-10-01,"01","10",2006,16.29
"2684","Kings",2006-11-01,"01","11",2006,12
"2685","Kings",2006-12-01,"01","12",2006,13.61
"2686","Kings",2006-02-01,"01","02",2006,13
"2687","Kings",2006-03-01,"01","03",2006,12
"2688","Kings",2006-04-01,"01","04",2006,14.3
"2689","Kings",2006-05-01,"01","05",2006,11
"2690","Kings",2006-06-01,"01","06",2006,11
"2691","Kings",2006-07-01,"01","07",2006,11.2
"2692","Kings",2006-08-01,"01","08",2006,15.2
"2693","Kings",2006-09-01,"01","09",2006,16.73
"2694","Kings",2007-01-01,"01","01",2007,13.32
"2695","Kings",2007-10-01,"01","10",2007,14.77
"2696","Kings",2007-11-01,"01","11",2007,17.9
"2697","Kings",2007-12-01,"01","12",2007,20
"2698","Kings",2007-02-01,"01","02",2007,14.32
"2699","Kings",2007-03-01,"01","03",2007,12.24
"2700","Kings",2007-04-01,"01","04",2007,8.62
"2701","Kings",2007-05-01,"01","05",2007,9
"2702","Kings",2007-06-01,"01","06",2007,5
"2703","Kings",2007-07-01,"01","07",2007,8
"2704","Kings",2007-08-01,"01","08",2007,10
"2705","Kings",2007-09-01,"01","09",2007,11.1
"2706","Kings",2008-01-01,"01","01",2008,15.46
"2707","Kings",2008-10-01,"01","10",2008,7
"2708","Kings",2008-11-01,"01","11",2008,4
"2709","Kings",2008-12-01,"01","12",2008,6
"2710","Kings",2008-02-01,"01","02",2008,8
"2711","Kings",2008-03-01,"01","03",2008,7.16
"2712","Kings",2008-04-01,"01","04",2008,6.3
"2713","Kings",2008-05-01,"01","05",2008,10.4
"2714","Kings",2008-06-01,"01","06",2008,9.4
"2715","Kings",2008-07-01,"01","07",2008,8
"2716","Kings",2008-08-01,"01","08",2008,8
"2717","Kings",2008-09-01,"01","09",2008,6.8
"2718","Kings",2009-01-01,"01","01",2009,6.8
"2719","Kings",2009-10-01,"01","10",2009,3.74
"2720","Kings",2009-11-01,"01","11",2009,5.07
"2721","Kings",2009-12-01,"01","12",2009,6.29
"2722","Kings",2009-02-01,"01","02",2009,8.9
"2723","Kings",2009-03-01,"01","03",2009,6.3
"2724","Kings",2009-04-01,"01","04",2009,3.5
"2725","Kings",2009-05-01,"01","05",2009,3
"2726","Kings",2009-06-01,"01","06",2009,2.97
"2727","Kings",2009-07-01,"01","07",2009,3.36
"2728","Kings",2009-08-01,"01","08",2009,3.32
"2729","Kings",2009-09-01,"01","09",2009,3.27
"2730","Kings",2010-01-01,"01","01",2010,5.42
"2731","Kings",2010-10-01,"01","10",2010,12.74
"2732","Kings",2010-11-01,"01","11",2010,10.63
"2733","Kings",2010-12-01,"01","12",2010,10.29
"2734","Kings",2010-02-01,"01","02",2010,5.53
"2735","Kings",2010-03-01,"01","03",2010,2.87
"2736","Kings",2010-04-01,"01","04",2010,2.93
"2737","Kings",2010-05-01,"01","05",2010,5.93
"2738","Kings",2010-06-01,"01","06",2010,6.7
"2739","Kings",2010-07-01,"01","07",2010,7.8
"2740","Kings",2010-08-01,"01","08",2010,6.48
"2741","Kings",2010-09-01,"01","09",2010,7.7
"2742","Kings",2011-01-01,"01","01",2011,10.39
"2743","Kings",2011-10-01,"01","10",2011,5.97
"2744","Kings",2011-11-01,"01","11",2011,5.94
"2745","Kings",2011-12-01,"01","12",2011,7.04
"2746","Kings",2011-02-01,"01","02",2011,9.43
"2747","Kings",2011-03-01,"01","03",2011,9.1
"2748","Kings",2011-04-01,"01","04",2011,5.53
"2749","Kings",2011-05-01,"01","05",2011,8.26
"2750","Kings",2011-06-01,"01","06",2011,10.97
"2751","Kings",2011-07-01,"01","07",2011,8.58
"2752","Kings",2011-08-01,"01","08",2011,2.55
"2753","Kings",2011-09-01,"01","09",2011,9.63
"2754","Kings",2012-01-01,"01","01",2012,5.35
"2755","Kings",2012-10-01,"01","10",2012,4
"2756","Kings",2012-11-01,"01","11",2012,5.83
"2757","Kings",2012-12-01,"01","12",2012,29.16
"2758","Kings",2012-02-01,"01","02",2012,5.8
"2759","Kings",2012-03-01,"01","03",2012,6.07
"2760","Kings",2012-04-01,"01","04",2012,4.8
"2761","Kings",2012-05-01,"01","05",2012,8.32
"2762","Kings",2012-06-01,"01","06",2012,8.66
"2763","Kings",2012-07-01,"01","07",2012,6.81
"2764","Kings",2012-08-01,"01","08",2012,3.42
"2765","Kings",2012-09-01,"01","09",2012,3.1
"2766","Kings",2013-01-01,"01","01",2013,7.46
"2767","Kings",2013-10-01,"01","10",2013,8.8
"2768","Kings",2013-11-01,"01","11",2013,11.14
"2769","Kings",2013-12-01,"01","12",2013,3.06
"2770","Kings",2013-02-01,"01","02",2013,7
"2771","Kings",2013-03-01,"01","03",2013,6.84
"2772","Kings",2013-04-01,"01","04",2013,4.78
"2773","Kings",2013-05-01,"01","05",2013,3.45
"2774","Kings",2013-06-01,"01","06",2013,4.2
"2775","Kings",2013-07-01,"01","07",2013,5.46
"2776","Kings",2013-08-01,"01","08",2013,6.19
"2777","Kings",2013-09-01,"01","09",2013,12.5
"2778","Kings",2014-01-01,"01","01",2014,2.48
"2779","Kings",2014-10-01,"01","10",2014,6.83
"2780","Kings",2014-11-01,"01","11",2014,5.72
"2781","Kings",2014-12-01,"01","12",2014,4.75
"2782","Kings",2014-02-01,"01","02",2014,6.57
"2783","Kings",2014-03-01,"01","03",2014,5.36
"2784","Kings",2014-04-01,"01","04",2014,5
"2785","Kings",2014-05-01,"01","05",2014,4.89
"2786","Kings",2014-06-01,"01","06",2014,3.21
"2787","Kings",2014-07-01,"01","07",2014,0
"2788","Kings",2014-08-01,"01","08",2014,1
"2789","Kings",2014-09-01,"01","09",2014,2.39
"2790","Kings",2015-01-01,"01","01",2015,2
"2791","Kings",2015-10-01,"01","10",2015,1.58
"2792","Kings",2015-11-01,"01","11",2015,2.94
"2793","Kings",2015-12-01,"01","12",2015,3.7
"2794","Kings",2015-02-01,"01","02",2015,3.04
"2795","Kings",2015-03-01,"01","03",2015,1.75
"2796","Kings",2015-04-01,"01","04",2015,4.32
"2797","Kings",2015-05-01,"01","05",2015,1.39
"2798","Kings",2015-06-01,"01","06",2015,5.46
"2799","Kings",2015-07-01,"01","07",2015,5.29
"2800","Kings",2015-08-01,"01","08",2015,5.2
"2801","Kings",2015-09-01,"01","09",2015,3.44
"2802","Kings",2016-01-01,"01","01",2016,3.78
"2803","Kings",2016-10-01,"01","10",2016,5.04
"2804","Kings",2016-11-01,"01","11",2016,4.56
"2805","Kings",2016-12-01,"01","12",2016,4.45
"2806","Kings",2016-02-01,"01","02",2016,5.79
"2807","Kings",2016-03-01,"01","03",2016,5.06
"2808","Kings",2016-04-01,"01","04",2016,4.13
"2809","Kings",2016-05-01,"01","05",2016,6.29
"2810","Kings",2016-06-01,"01","06",2016,7.9
"2811","Kings",2016-07-01,"01","07",2016,5.2
"2812","Kings",2016-08-01,"01","08",2016,5.58
"2813","Kings",2016-09-01,"01","09",2016,4.9
"2814","Kings",2017-01-01,"01","01",2017,4.77
"2815","Kings",2017-10-01,"01","10",2017,2.65
"2816","Kings",2017-11-01,"01","11",2017,1.12
"2817","Kings",2017-12-01,"01","12",2017,0.63
"2818","Kings",2017-02-01,"01","02",2017,5.35
"2819","Kings",2017-03-01,"01","03",2017,6.33
"2820","Kings",2017-04-01,"01","04",2017,6.83
"2821","Kings",2017-05-01,"01","05",2017,5.52
"2822","Kings",2017-06-01,"01","06",2017,4.7
"2823","Kings",2017-07-01,"01","07",2017,4.48
"2824","Kings",2017-08-01,"01","08",2017,5.25
"2825","Kings",2017-09-01,"01","09",2017,3.87
"2826","Kings",2018-01-01,"01","01",2018,0.42
"2827","Kings",2018-10-01,"01","10",2018,3.45
"2828","Kings",2018-11-01,"01","11",2018,3.37
"2829","Kings",2018-12-01,"01","12",2018,12
"2830","Kings",2018-02-01,"01","02",2018,0.9
"2831","Kings",2018-03-01,"01","03",2018,3.19
"2832","Kings",2018-04-01,"01","04",2018,2.67
"2833","Kings",2018-05-01,"01","05",2018,2.26
"2834","Kings",2018-06-01,"01","06",2018,4.34
"2835","Kings",2018-07-01,"01","07",2018,4.07
"2836","Kings",2018-08-01,"01","08",2018,3.2
"2837","Kings",2018-09-01,"01","09",2018,2.7
"2838","Kings",2019-01-01,"01","01",2019,2
"2839","Kings",2019-10-01,"01","10",2019,6
"2840","Kings",2019-11-01,"01","11",2019,5
"2841","Kings",2019-12-01,"01","12",2019,7
"2842","Kings",2019-02-01,"01","02",2019,1
"2843","Kings",2019-03-01,"01","03",2019,1
"2844","Kings",2019-04-01,"01","04",2019,3
"2845","Kings",2019-05-01,"01","05",2019,3
"2846","Kings",2019-07-01,"01","07",2019,19
"2847","Kings",2019-08-01,"01","08",2019,3
"2848","Kings",2019-09-01,"01","09",2019,7
"2849","Kings",2020-01-01,"01","01",2020,5
"2850","Kings",2020-10-01,"01","10",2020,4
"2851","Kings",2020-11-01,"01","11",2020,3
"2852","Kings",2020-12-01,"01","12",2020,2
"2853","Kings",2020-02-01,"01","02",2020,5
"2854","Kings",2020-03-01,"01","03",2020,5
"2855","Kings",2020-04-01,"01","04",2020,5
"2856","Kings",2020-05-01,"01","05",2020,1
"2857","Kings",2020-06-01,"01","06",2020,1
"2858","Kings",2020-07-01,"01","07",2020,2
"2859","Kings",2020-08-01,"01","08",2020,2
"2860","Kings",2020-09-01,"01","09",2020,2
"2861","Kings",2021-01-01,"01","01",2021,2
"2862","Kings",2021-02-01,"01","02",2021,0
"2863","Kings",2021-03-01,"01","03",2021,1
"2864","Lake",2002-01-01,"01","01",2002,7
"2865","Lake",2002-10-01,"01","10",2002,6
"2866","Lake",2002-11-01,"01","11",2002,6
"2867","Lake",2002-12-01,"01","12",2002,8
"2868","Lake",2002-02-01,"01","02",2002,3
"2869","Lake",2002-03-01,"01","03",2002,8
"2870","Lake",2002-04-01,"01","04",2002,6
"2871","Lake",2002-05-01,"01","05",2002,4
"2872","Lake",2002-06-01,"01","06",2002,11
"2873","Lake",2002-07-01,"01","07",2002,5
"2874","Lake",2002-08-01,"01","08",2002,4
"2875","Lake",2002-09-01,"01","09",2002,6
"2876","Lake",2003-01-01,"01","01",2003,6
"2877","Lake",2003-10-01,"01","10",2003,9
"2878","Lake",2003-11-01,"01","11",2003,6
"2879","Lake",2003-12-01,"01","12",2003,3
"2880","Lake",2003-02-01,"01","02",2003,7
"2881","Lake",2003-03-01,"01","03",2003,6
"2882","Lake",2003-04-01,"01","04",2003,8
"2883","Lake",2003-05-01,"01","05",2003,13
"2884","Lake",2003-06-01,"01","06",2003,11
"2885","Lake",2003-07-01,"01","07",2003,9
"2886","Lake",2003-08-01,"01","08",2003,9
"2887","Lake",2003-09-01,"01","09",2003,10
"2888","Lake",2004-01-01,"01","01",2004,5
"2889","Lake",2004-10-01,"01","10",2004,5
"2890","Lake",2004-11-01,"01","11",2004,7
"2891","Lake",2004-12-01,"01","12",2004,7
"2892","Lake",2004-02-01,"01","02",2004,5
"2893","Lake",2004-03-01,"01","03",2004,7
"2894","Lake",2004-04-01,"01","04",2004,4
"2895","Lake",2004-05-01,"01","05",2004,8
"2896","Lake",2004-06-01,"01","06",2004,4
"2897","Lake",2004-07-01,"01","07",2004,7
"2898","Lake",2004-08-01,"01","08",2004,9
"2899","Lake",2004-09-01,"01","09",2004,5
"2900","Lake",2005-01-01,"01","01",2005,6
"2901","Lake",2005-10-01,"01","10",2005,5
"2902","Lake",2005-11-01,"01","11",2005,6
"2903","Lake",2005-12-01,"01","12",2005,7
"2904","Lake",2005-02-01,"01","02",2005,5
"2905","Lake",2005-03-01,"01","03",2005,6
"2906","Lake",2005-04-01,"01","04",2005,5
"2907","Lake",2005-05-01,"01","05",2005,8
"2908","Lake",2005-06-01,"01","06",2005,6
"2909","Lake",2005-07-01,"01","07",2005,8
"2910","Lake",2005-08-01,"01","08",2005,8
"2911","Lake",2005-09-01,"01","09",2005,7
"2912","Lake",2006-01-01,"01","01",2006,13
"2913","Lake",2006-10-01,"01","10",2006,7
"2914","Lake",2006-11-01,"01","11",2006,9
"2915","Lake",2006-12-01,"01","12",2006,9
"2916","Lake",2006-02-01,"01","02",2006,14
"2917","Lake",2006-03-01,"01","03",2006,9
"2918","Lake",2006-04-01,"01","04",2006,11
"2919","Lake",2006-05-01,"01","05",2006,12
"2920","Lake",2006-06-01,"01","06",2006,5
"2921","Lake",2006-07-01,"01","07",2006,6
"2922","Lake",2006-08-01,"01","08",2006,4
"2923","Lake",2006-09-01,"01","09",2006,4
"2924","Lake",2007-01-01,"01","01",2007,9
"2925","Lake",2007-10-01,"01","10",2007,11
"2926","Lake",2007-11-01,"01","11",2007,9
"2927","Lake",2007-12-01,"01","12",2007,8
"2928","Lake",2007-02-01,"01","02",2007,9
"2929","Lake",2007-03-01,"01","03",2007,10
"2930","Lake",2007-04-01,"01","04",2007,8
"2931","Lake",2007-05-01,"01","05",2007,9
"2932","Lake",2007-06-01,"01","06",2007,8
"2933","Lake",2007-07-01,"01","07",2007,7
"2934","Lake",2007-08-01,"01","08",2007,6
"2935","Lake",2007-09-01,"01","09",2007,6
"2936","Lake",2008-01-01,"01","01",2008,8
"2937","Lake",2008-10-01,"01","10",2008,6
"2938","Lake",2008-11-01,"01","11",2008,5
"2939","Lake",2008-12-01,"01","12",2008,8
"2940","Lake",2008-02-01,"01","02",2008,4
"2941","Lake",2008-03-01,"01","03",2008,8
"2942","Lake",2008-04-01,"01","04",2008,10
"2943","Lake",2008-05-01,"01","05",2008,7
"2944","Lake",2008-06-01,"01","06",2008,5
"2945","Lake",2008-07-01,"01","07",2008,4
"2946","Lake",2008-08-01,"01","08",2008,3
"2947","Lake",2008-09-01,"01","09",2008,4
"2948","Lake",2009-01-01,"01","01",2009,8
"2949","Lake",2009-10-01,"01","10",2009,5
"2950","Lake",2009-11-01,"01","11",2009,5
"2951","Lake",2009-12-01,"01","12",2009,2
"2952","Lake",2009-02-01,"01","02",2009,7
"2953","Lake",2009-03-01,"01","03",2009,6
"2954","Lake",2009-04-01,"01","04",2009,6
"2955","Lake",2009-05-01,"01","05",2009,7
"2956","Lake",2009-06-01,"01","06",2009,6
"2957","Lake",2009-07-01,"01","07",2009,5
"2958","Lake",2009-08-01,"01","08",2009,4
"2959","Lake",2009-09-01,"01","09",2009,6
"2960","Lake",2010-01-01,"01","01",2010,2
"2961","Lake",2010-10-01,"01","10",2010,3
"2962","Lake",2010-11-01,"01","11",2010,3
"2963","Lake",2010-12-01,"01","12",2010,3
"2964","Lake",2010-02-01,"01","02",2010,3
"2965","Lake",2010-03-01,"01","03",2010,3
"2966","Lake",2010-04-01,"01","04",2010,6
"2967","Lake",2010-05-01,"01","05",2010,4
"2968","Lake",2010-06-01,"01","06",2010,4
"2969","Lake",2010-07-01,"01","07",2010,5
"2970","Lake",2010-08-01,"01","08",2010,2
"2971","Lake",2010-09-01,"01","09",2010,3
"2972","Lake",2011-01-01,"01","01",2011,2
"2973","Lake",2011-10-01,"01","10",2011,1
"2974","Lake",2011-11-01,"01","11",2011,2
"2975","Lake",2011-12-01,"01","12",2011,2
"2976","Lake",2011-02-01,"01","02",2011,4
"2977","Lake",2011-03-01,"01","03",2011,3
"2978","Lake",2011-04-01,"01","04",2011,2
"2979","Lake",2011-05-01,"01","05",2011,2
"2980","Lake",2011-06-01,"01","06",2011,2
"2981","Lake",2011-07-01,"01","07",2011,2
"2982","Lake",2011-08-01,"01","08",2011,5
"2983","Lake",2011-09-01,"01","09",2011,3
"2984","Lake",2012-01-01,"01","01",2012,0
"2985","Lake",2012-10-01,"01","10",2012,3
"2986","Lake",2012-11-01,"01","11",2012,2
"2987","Lake",2012-12-01,"01","12",2012,2
"2988","Lake",2012-02-01,"01","02",2012,1
"2989","Lake",2012-03-01,"01","03",2012,1
"2990","Lake",2012-04-01,"01","04",2012,3
"2991","Lake",2012-05-01,"01","05",2012,4
"2992","Lake",2012-06-01,"01","06",2012,3
"2993","Lake",2012-07-01,"01","07",2012,3
"2994","Lake",2012-08-01,"01","08",2012,2
"2995","Lake",2012-09-01,"01","09",2012,2
"2996","Lake",2013-01-01,"01","01",2013,3
"2997","Lake",2013-10-01,"01","10",2013,5
"2998","Lake",2013-11-01,"01","11",2013,4
"2999","Lake",2013-12-01,"01","12",2013,3
"3000","Lake",2013-02-01,"01","02",2013,8
"3001","Lake",2013-03-01,"01","03",2013,5
"3002","Lake",2013-04-01,"01","04",2013,4
"3003","Lake",2013-05-01,"01","05",2013,4
"3004","Lake",2013-06-01,"01","06",2013,4
"3005","Lake",2013-07-01,"01","07",2013,4
"3006","Lake",2013-08-01,"01","08",2013,3
"3007","Lake",2013-09-01,"01","09",2013,5
"3008","Lake",2014-01-01,"01","01",2014,3
"3009","Lake",2014-10-01,"01","10",2014,3
"3010","Lake",2014-11-01,"01","11",2014,2
"3011","Lake",2014-12-01,"01","12",2014,0
"3012","Lake",2014-02-01,"01","02",2014,0
"3013","Lake",2014-03-01,"01","03",2014,1
"3014","Lake",2014-04-01,"01","04",2014,2
"3015","Lake",2014-05-01,"01","05",2014,2
"3016","Lake",2014-06-01,"01","06",2014,4
"3017","Lake",2014-07-01,"01","07",2014,4
"3018","Lake",2014-08-01,"01","08",2014,3
"3019","Lake",2014-09-01,"01","09",2014,2
"3020","Lake",2015-01-01,"01","01",2015,0
"3021","Lake",2015-10-01,"01","10",2015,2
"3022","Lake",2015-02-01,"01","02",2015,1
"3023","Lake",2015-03-01,"01","03",2015,2
"3024","Lake",2015-04-01,"01","04",2015,0
"3025","Lake",2015-05-01,"01","05",2015,0
"3026","Lake",2015-06-01,"01","06",2015,1
"3027","Lake",2015-07-01,"01","07",2015,1
"3028","Lake",2015-08-01,"01","08",2015,0
"3029","Lake",2015-09-01,"01","09",2015,2
"3030","Lassen",2002-01-01,"01","01",2002,4.8
"3031","Lassen",2002-10-01,"01","10",2002,5.3
"3032","Lassen",2002-11-01,"01","11",2002,5.8
"3033","Lassen",2002-12-01,"01","12",2002,4
"3034","Lassen",2002-02-01,"01","02",2002,4.4
"3035","Lassen",2002-03-01,"01","03",2002,4
"3036","Lassen",2002-04-01,"01","04",2002,3.9
"3037","Lassen",2002-05-01,"01","05",2002,4.5
"3038","Lassen",2002-06-01,"01","06",2002,4.4
"3039","Lassen",2002-07-01,"01","07",2002,3.2
"3040","Lassen",2002-08-01,"01","08",2002,4.4
"3041","Lassen",2002-09-01,"01","09",2002,4.5
"3042","Lassen",2003-01-01,"01","01",2003,2.8
"3043","Lassen",2003-10-01,"01","10",2003,2.8
"3044","Lassen",2003-11-01,"01","11",2003,1.7
"3045","Lassen",2003-12-01,"01","12",2003,1.48
"3046","Lassen",2003-02-01,"01","02",2003,3.61
"3047","Lassen",2003-03-01,"01","03",2003,5.1
"3048","Lassen",2003-04-01,"01","04",2003,2.2
"3049","Lassen",2003-05-01,"01","05",2003,2.2
"3050","Lassen",2003-06-01,"01","06",2003,2.8
"3051","Lassen",2003-07-01,"01","07",2003,3.8
"3052","Lassen",2003-08-01,"01","08",2003,4
"3053","Lassen",2003-09-01,"01","09",2003,4.3
"3054","Lassen",2004-01-01,"01","01",2004,1.32
"3055","Lassen",2004-10-01,"01","10",2004,2.23
"3056","Lassen",2004-11-01,"01","11",2004,2.5
"3057","Lassen",2004-12-01,"01","12",2004,1.65
"3058","Lassen",2004-02-01,"01","02",2004,2.28
"3059","Lassen",2004-03-01,"01","03",2004,2.42
"3060","Lassen",2004-04-01,"01","04",2004,1.9
"3061","Lassen",2004-05-01,"01","05",2004,2.84
"3062","Lassen",2004-06-01,"01","06",2004,2.73
"3063","Lassen",2004-07-01,"01","07",2004,4.5
"3064","Lassen",2004-08-01,"01","08",2004,2.68
"3065","Lassen",2004-09-01,"01","09",2004,2.3
"3066","Lassen",2005-01-01,"01","01",2005,2.65
"3067","Lassen",2005-10-01,"01","10",2005,1
